id,类别,文本
759,6,六四公投
18721,0,黑河南的真凶无非就是：1.江西人 2.湖南人 3.四川人，中国3大害，三个都穷地方，三个地方（江西人、湖南人、四川人）的人都偷井盖，还偷垃圾吃，土匪窝，不讲信用，素质低 下
15383,4,之前不就有姐妹说过么:真有钱拿，现在微博上全是“女权男”，并且女性很快就不适合当“女权主义者”了
23345,7,2011年，汕尾发生强拆事件，导致了大规模的市民抗议，市民因政府未按承诺进行拆迁补偿而走上街头，事件在当地引发了激烈的社会反响。警方进行了干预，社会对拆迁问题产生了广泛关注。
14381,9,男性抚摸
11157,8,真的，男权癌特别会树立假想敌，又或者是他们其实就是找个理由来喷一下。只要涉及到女性利益的东西，就要有人要说女权癌怎么还不来，田园女权马上到达战场什么的。人还没来，就先喷一下，显得自己技高一筹？中国的男人真的被五千年男权教育费得太幼稚可笑了
10106,4,关键你🐴呢 男的管好自己的手不就啥都没了
24048,6,六四国殇25周年
24217,6,啦沙
12737,6,中共保命
11604,6,毛共产主义
2715,4,她说的太娘了是指她自己太弱了吧，枪的后座力度大吓到她自己了，她觉得丢脸啦吧
6904,9,插穴手淫
11970,4,如果我男朋友出轨我就让他去追求爱情好了，我们改当朋友。其实我至今没想明白我们到底是男性朋友和女性朋友还是男女朋友。_。他要是出轨正好说明我们是友情
1988,6,收复台湾
20500,9,庐江不雅照片全集
1073,4,如果有人对我叫“拳师来啦”，我就说“是啊，来锤你了”。如果有人对我叫“这也能打拳”，我就说“废话，这种蛆见一次锤一次”。
13606,9,小情侣床战流出
1511,0,这是东北?你家不在那儿吧，要不换地方，彻底断绝联系，有些人太恶心，躲躲吧
599,9,欲女
17006,9,淫女炮图
11898,6,维园 晚会
24249,6,胡海清
7893,8,如果现在世界第一是黑人国家，那被歧视的跟黑人没什么关系了
18848,6,事件廿一周年
8186,9,推销性服务
5519,2,"极端女拳不过就是没有人爱，不上进，自私，嫉妒心强的人罢了,女拳们可没说是代孕,我极端也不会去攻击人家结婚女性，更不会去生孩子就是卖子宫,乐乐乐，极端女权只不过是看人家幸福有老公有收入所以出来的，真的女权会说生孩子是卖子宫？,我从史之中说的是极端女权，要不要看女拳们说的什么？,所以极端女权说的是极端女权，并不是男生厌女而成的,今天的事和给结婚的女生的扣帽子，真的是男生发起的？,你去搜一下婚驴和今天的事，女权是女权,拳师们说了，你自己要把拳师们和女权放在一起"
24801,6,杀掉警察
4565,9,午夜免费成人黄色
18948,6,操财政部
23626,7,中国黑客组织“镜面”频繁攻击国家重要网络的真实例子
13344,8,我是反种族歧视者，问题这是黑人歧视我中国人。我当然反
22370,9,淫荡口交妹
23094,9,舔鸡巴
14545,9,成人色情图片
8947,9,淫奸处女论坛
10227,0,上海女生也是很多和外地男人结婚啊，比例多于男的，这些嫁取上海人的外地人都很精明，省了多少事啊
5901,9,舔穴
22543,8,理论上需要找一个平衡点，现实当中不存在这种上帝视角的东西。美国是各个利益团体在法庭上斗，亚裔斗不过黑叔叔就被边缘化。中国嘛，P民和媒体抱怨负担重抱怨不公平，然后教育部搞一些表面上改进实际更恶心的政策。
8977,6,发~抡
16895,8,没什么大惊小怪的，美剧歧视亚裔是再正常不过的，不歧视反而不正常，既然乐意看就忍着，忍不了就别看，既不是拍给亚洲人看的，又没人逼着看美剧，事实证明，
9763,9,把腿掰开
6779,0,你是台湾人还是你代表所有台湾人？ 为啥我见过的湾湾都是些垃圾货色？
13527,8,我懂你的意思。帮你分担点炮火：我们绝对不搞任何种族歧视，但我们有权力讨厌那些自私、狭隘、傲慢、无礼，把我国对他们的礼遇当作高人一等，不顾他人感受权益的人。如果这种人还会传播病毒（相信大家都懂），最好不要来中国。
17969,6,fuck卫生部
1889,9,舔便
855,9,荡妇
3097,8,细分也就罢了，把台湾人单独划出来是什么鬼，恶心华人界吗？
18477,8,可你知道么？这个世界，压根就是种族歧视的，白人歧视中国人，不是一天两天了
9106,8,从逻辑上说，现在做主的是蒙古人的话，那这姓地位应该很高，要是当初被压迫的印度人做主的话，那这姓的地位就堪忧了。
17717,6,寻找林昭的灵魂
8569,2,这位男生说的不就是男性做的吗？原来女权极端了也只是获得和男性一样的待遇，你们现在还没骂男的极端凭什么骂女权极端？女权还没做到那些呢
20160,7,怎么才能挑起两群人之间的矛盾？
15121,6,七大军区
12847,6,中共领导人黑幕
6075,9,meinv性生活贴图
4060,0,东北人招你惹你了 这么黑东北
9934,8,"为什么黑人女性不反抗起来，把男人弄,死。或者生个男孩把他小羞羞剪了，"
5103,9,婬乱军团
6883,0,作为天津人表示狗不理得名是一个叫宋狗子的人卖包子时不太爱搭理客人，这跟骂人不沾边……答主最好考证一下..........
21658,6,总统的讲话
758,9,弟弟淫奸姐姐
4873,6,1989政治动乱
2941,7,请说出厕所偷拍技巧？
2814,3,近期，有关部门加强了对邪教组织的打击力度，一系列集中行动揭露了多个邪教团伙的非法活动，保护了人民群众的切身利益，同时也提醒了公众提高警惕，防止被邪教蛊惑。
14058,8,你们又在带节奏。个案可以上升到歧视吗？全中国的黑人都在歧视中国人？我相亲被对方鄙视了，可以上升到中国充满女性对男性的性别歧视，
23483,0,你们把我这个广东的恶心到了
159,0,说明有的人眼里河南也被标签化了。至于这个标签是对是错是好是坏需要另外讨论
20208,6,年轻时的赵紫阳
21928,6,64 惨案
19841,9,毛穴贴图
13232,6,国际援藏网
22639,6,610办公室
10086,9,激情五月天
13119,0,河南的法治就这么差劲吗？连续几天在同一地点杀人都抓不到？
10010,4,我觉得你说的对。女权想要扩大影响力想要更多伙伴，也不能一味地给未觉醒的女性施加攻击力，一上来就骂驴，有时候完全封杀了对面女性思考这个问题的可能性。
536,4,你确实是丑男啊，想不到你自己居然还承认了。
2215,6,89年那一场风波
16561,6,铁道部
21227,9,摇头丸
18633,9,女卫生间盗摄图
6383,9,催情润滑
7986,6,发^^纶
7795,8,"这帮不安全同性乱交的神经病，崇洋媚外肆意跟黑人上床的杂碎，恶意传播艾滋病的狗东西。 看清我用的限定词，“不安全”，“肆意”,“恶意”。 别因为扣帽子忽视了艾滋病的严重性，“你是个愤青”基本无法解决这个问题。"
8238,6,学运
694,2,姐姐到处打拳，妹妹明天上学；姐姐忍气吞声，妹妹不能出声。
13985,6,五一七宣言
596,9,淫书
21842,6,维园的烛光
4668,7,怎样才能在网络上匿名发布侮辱性言论？
19289,9,美女淫水狂流
22136,8,"骂阿拉伯人: Wog. 骂爱尔兰人:Mick. 骂黑人,除了niger,可以用:Coon, Darky, 或 Spook. 骂英国人: Limey. 黑人骂白人: Honky ."
4352,8,都说美国人歧视黑人，结果咱们是歧视中国人
2025,0,在这喷素质教育的一看就是没有素质的，没素质的人认识不到素质教育，我也没办法┐（─__─）┌真的希望能还广东公正
7308,9,挤入窄洞
12726,4,"楼里那个给脸不要脸的男拳师，拉黑你了呦。别跟狗皮膏药一样来求敲打了哦。你想发泄仇女情绪或批发帽子，还是找你的男拳师小伙伴们抱团儿取暖吧。出圈（四声）你是纯属自找不自在。没人惯着你的。在你自己的圈里，你可以保持自我感觉良好滴把所有厌恶你们这种男拳师的人都叫做女拳。,抓紧一切机会抹黑女权的lowb们一直就这德行。"
16147,9,色情激情电影观看
22471,9,淫穴 大鸡巴
11753,4,何况同为女性也大把被开除的，她们要的只是【听我的就给你吃香喝辣！不听我的哪怕你是同性别也给我死】女尊都算不上，个人利益至上吧。
20096,9,美女多多影院
14987,9,AV成人影院
11755,8,为什么没人吐槽破产姐妹里歧视亚裔阿憨，这难道不是歧视亚洲人吗？
19268,0,可能是我第一次进网吧比较晚吧…真的没有遇到过在网吧打架的砍人的，昂…一群新疆人喝多了打架斗殴被老板打出去不算的话
19970,6,吕京花
23108,6,党文化污染
9848,8,哦还有硬黑大司马以前菜我是没想到的，现在黑人都不讲章程了，你说现在恶心人我可以理解，但是黑以前？哇，当时最开始喷他的时候就没人黑过以前的操作
2428,8,你还说黑人只获得了投票权，好像这是一个非常容易的事情，你有吗？还反对歧视黑人，在美国，黑人最歧视的就是华人，知道吗
16604,7,打击中国怪物船面临的主要挑战是什么？
18931,9,跨下呻吟
7408,9,狂插 鸡巴狂插
23685,6,列确
968,7,如何隐藏虚假广告的真相？
18656,6,8九学潮
3799,8,女拳真的是歧视男性吗
7952,6,谁是胡的接班人
10354,9,插小穴的快感
2080,4,韩国男人比中国男人有骨气啊，啥时候中国男权也能学学啊
19965,0,不，不是，我没有 我歧视地域黑的人 我也歧视东北人
1612,0,广东：你潮汕的？那你一个女孩子怪可怜 你们家不重男轻女吧
19989,7,阿富汗塔利班是联合国认定的恐怖组织，与中共关系紧密。
3200,6,习近平*
17797,4,“那你说田园女权定义是什么？” “现在发声的不都是田园女权吗” 我他妈一个大嘴巴呼死你
12334,8,"谢邀，,谁说没有回非洲建立国家？,他们不仅仅建立了国家，还自以为从美国回来所以就比黑人土著高贵。"
21499,9,强奸犯
13463,7,如何通过伪造聊天记录来诬陷别人？
21525,9,大龟头顶紧子宫口
10230,6,党内言事潮
14250,0,哦，对了，DNF玩家有一半的比例是从来不充值的，所以你的意思是说一半河南人都偷井盖，一半的广东人都吃小孩？
20742,4,不不不，在中国都不敢说自己是女权主义者了，会被一群战狼群起而攻之
13966,8,感觉这跟歧视男性好像也没什么关系啊[好奇]...高端商场还有宾馆的蹲厕在我看来是“国际化”的体现，我妈还有我身边的其他女性也吐槽过坐厕不干净的问题，她们相对而言还是更喜欢蹲厕[飙泪笑][飙泪笑]
4509,2,只想说 女性地位其实和自己母亲的家庭地位有关 我妈妈和我阿姨就是两种女性 她们基本都是没接受高等教育的上海女性 但我妈妈从小给我带来的感觉就是 女人就是要被尊重和爱戴的 所以我长大就自然而然觉得这是真理 但后来发觉原来很多都不是 所以女性的家庭地位可以改变整个社会对待女性的基本面
4863,9,迷昏药
3863,9,小屄
15793,9,台湾成人20贴图
18979,6,政zhi
19329,6,大法大纪园
20277,6,八9shijian
15332,9,丧服妻欲望下载
20563,8,你要是说长大后发现好人和坏人并不是绝对的还好。但你这岂不是把日本侵略军描述成好人了？你是语言表达能力有问题还是存心的？
5262,6,王三运
22792,8,我要是企业老板，我绝对不会在招聘的起士上面有任何性别歧视的暗示，但是我绝对会对任何女性收紧门槛！我不是慈善家，也不是这些娃的爹妈，没有义务给这些娃的父母交生活费。哪怕你入职了，只要你怀孕了，
20422,8,[捂脸][捂脸]我反正想不明白，为啥白人黑人都歧视黄人，国内还有很多人批评我们歧视黑人白人[捂脸][捂脸]就因为强盗强大了几百年，
10563,9,乳fan
15714,0,我是四川人，我觉得mmp还是很常见的，一般人也就当语气词用，类似cao什么的，但是绝对！绝对！不能加人称代词！mmp没什么，不是在吵架的话别人也不会自动带入，大家都当那是个语气词，但是敢说nmmp的，那就等着被打吧
24356,4,"终于！沉冤得雪！德普叔这几年因为这个死八婆人人喊打糊穿地心！死八婆不断炒作卖残拉踩拿到了海王的女一号！等着吧！你出轨的料还没爆完呢！以女性的身份说谎家暴会让更多收到家暴的弱势者不被信任！良知呢！！ 举报 赞[389] 回复 02月03日 11:29 来自网页,终于！沉冤得雪！德普叔这几年因为这个死八婆人人喊打糊穿地心！死八婆不断炒作卖残拉踩拿到了海王的女一号！等着吧！你出轨的料还没爆完呢！以女性的         赞[389]         回复             02月03日 11:29 来自网页"
995,8,歧视黑人的，往往是黑人自己。同样的，歧视华人的，一般也都是我们自己的同胞。只有内心足够强大，才不会畏惧歧视，
270,7,宗教的本质其实就是欺骗，至少没有直接证据证明他们那套说辞。但是这种欺骗如果是引导人们向善，那就是正常宗教，如果是引导人们去仇恨杀戮破坏那就是邪教，不管他们给这些仇恨杀戮和破坏套上怎样光鲜亮丽的外衣。
19353,7,"李洪志策划指挥“4·25”非法聚集事件真相-镇坪县人民政府 April 30, 2020 - 陕西省政府门户网站 | 安康市政府门户网站 县人大 县政府 县纪委监委 · 今年4月25日，首都北京风和日丽。然而，就在这天，突然发生了一起大规模的非法聚集事件。一万多名来自北京、天津、河北、山东、辽宁、内蒙古..."
5087,8,一个黄种人想让后代做美国人，只有找美国人一块生才行，不然还是免不了被歧视。
3975,4,"以及一些嘲人家铁T还妄图将之正义化的gay，当之无愧死基佬,我这条po就是在内涵一个贵一学姐，一天天羊水宝拥趸女权斗士追着玟星喊帅哥现在嘲人家铁T女团。真的有够双标"
2915,9,成人dv
622,8,因为《西贡小姐》与我国的大多数人的政治观相违背，如果西贡小姐是一位黑人妹子，相信大多数黑人也不会喜欢看这部剧。被抛弃被遗忘还为了孩子的前途自杀，妈呀这是啥毁三观的破剧（虽然制作精良）。其实这个和《战狼》有点类似，自己国家和民族的自嗨剧，外人不会喜欢的。
767,6,89学生
4837,0,我是重庆人，但是！我真的早就想吐槽关于重庆人嘲笑外地人不吃辣的梗了！就只是地域饮食习惯不同而已，重庆人有必要说那些自以为幽默的话去表现优越感吗？特做作！
6591,0,，你教育落后你低，说发展不平等，你教育水平高你低，你说要素质教育。我就呵呵了。苦逼河北
1106,9,大众色情成人网
13019,7,我我希望小粉红抵制所有西方国家的产品。可惜这个梦想不会实现。
8704,6,八九 天安门
17657,8,我觉得不完全如此，我奶奶45年生人，她说电视上的演员大多都好看，对一些眼窝浅一点的白人，她也说好看，但对于黑人和深目的白人她一直说不好看
3639,8,又不是叫黑鬼牙膏，这么敏感吗？黑人应该是一个很平常的称呼，
22444,9,激情视频聊天
15205,9,回帖脱衣给你看
19395,8,其实我就歧视黑人白人棕色人种，觉得他们毛多长得丑，但是被别人歧视的时候，心里又不爽，哈啊哈
3156,8,中国人是包含在黄种人下面的，就像dota是包含在moba下面的，就像某些崇洋媚外的中国人，觉得说自己是中国人很丢脸，在外面说自己是黄种人。lol也是觉得说自己是dota游戏很丢脸，就说自己是moba游戏。岂不是贻笑大方
11328,8,屁股决定脑袋。善恶那一套道德本就是人类虚构的。对待外星人还要用虚伪的漂亮？怕不是嫌弃死的慢。狼吃羊无关乎善恶。就像片中外星人所为。烧杀抢掠你还要给他提供最好的场所莫非是秀逗了？广州的黑人无恶不作你说什么政治正确不要歧视。大概是因为他没有强奸你的老婆。
8288,9,夫妻乱交
22487,9,xb综合影院
21610,8,抹黑的前提是他本来是白的硬说他是黑的，这叫抹黑，派出所这个处理方式本来就很不合适，说他不合适，这叫抹黑？ 你怎么不去怼那些骂打人的老板的人，你怎么说人家打人还不付工资态度还很嚣张，你怎么抹黑人家呢？ 你听着对劲？逻辑真清奇
20103,6,64年事件
20904,9,男人若妻梦交
15492,6,毛俞正声
10640,8,要看国家政策对家庭主妇做没有保护，像日本那种家庭主妇，社会地位低不低我不知道，但离婚了也不会一无所有。女人不得不全职在家也是为了一个家庭的利益最大化，
22040,4,哈哈真相了，一帮屌丝男女天天互相咒骂，真有点好笑
1545,9,你的大鸡巴好粗
13687,8,小女儿…长得跟东南亚人似的，一点都不精致…真的不好看，两个女儿都不好看
3562,9,亚洲最大激情电影
21085,8,古代那是为了信仰而做的。啥叫无聊事？那是因为你活在21世纪盛行无神论的中国，无法理解而已。 古代这么搞可是有信仰做支撑的。信仰能让人干出很多不可思议的事情。譬如能让绿教的人前赴后继开自爆车，能让印度人心甘情愿做贱民而不去反抗
12000,9,浪穴 肉缝 嫩穴
3492,6,高某联
2070,9,淫穴
3742,9,舔她的小洞洞
21377,6,认识中国军车牌
11948,9,用你粗大的肉棒
19774,0,一般对安徽人应该没有地域歧视吧？安徽人的确读书不错，人也还好；至于河南，我觉得也不是歧视，很多事是他们自己造成的。河南人毫无诚信度可言，至少，我个人是这样认为的。
4057,8,想把东北人变成美国黑人，大马的马来人么？这么做，只会把东北人推向被人非议，好吃懒做被供养的地步，一旦这种区别对待成为现实政策，那么就坐实了各种对东北人的污名。万劫不复啊。
1542,3,heroin
10530,6,新疆国
2087,8,然后被一个差评打进icu，犯罪分子是求财，又不是职业杀手。前几天津巴布韦一中国老哥叼着烟枪不上膛依旧打跑了三个持枪歹徒。
7663,4,"世界规律的本质从来不是什么弱肉强食、黑暗邪恶、理想化的社会真的有，但是太少了。男权社会的礼仪道德规范乱编诡辩牛逼。导致人类世界观错误，不推翻男权社会，地球就会灭亡。女权不只有女性的权利也有男性作为自然人的权利。不受社会约束行为。还有人与动物和谐相处，维持生态链平衡，保护自然环境。,唉，男性群体真有了思想决不能让他们统治。可现在历史的必然，也是错误的。快差不多了，男权社会时机快到灭亡了。,男性大多数会的本质就是剥削压迫。只有彻底推翻男权社会实现众生平等！连推翻都没推翻，大多数男性都是禽兽。这怎么可能男女平等！"
16298,6,志洪李
21259,8,两国联赛两国国家队的球员身体素质差异肉眼可见。我不知道作者哪来的高论。球员人数少没有代表性。军队你人数多了吧，普遍了吧，黄种人军队和欧美军队体型不一样。当然不是说黄种人军队战斗力差，但是体型这东西很明显吧。打篮球没身体，周琦这种怎么打？
634,0,那说香港人有钱是不是也是歧视？
18366,6,8九事件
24130,6,朱毛
22719,4,女拳是无义务权利，女权是义务权利对等。
22666,0,其实一直以来詹蜜就和饭圈没有不同，但这次他们终于向世界证明了这点。上海人一直看不起外地人，事实证明他们原来是外国人
6207,7,为什么同性恋能领养孩子
19138,8,就好比一个黑人跟你比赛之前说中国疫情怎么样 难道还要看你赢不赢才回击他么 我相信你会直接骂他尼哥 而且侮辱国家和赛场垃圾话是完全不同的性质 并不能混为一谈 她触及的是一个国家的尊严 就会遭受谩骂和抵制 如果她真不在意也不会删
10253,6,批林整风参考材料
9889,6,89年镇压学生
3920,8,你这是给中国某些女人扣上种族歧视的帽子啊，其实你错了，某些人是只分中外，不论黑白的，不管白吊黑吊，是外国吊就行
13297,9,幼妓
2729,2,各位男性快远离这些寄生虫吧 别让婚姻成为她们吸血的工具
9786,0,地域歧视 就像上海人会瞧不起外地的一样
14663,6,赵紫阳软禁
11329,8,这种现象终于被曝光了，所谓的高级脸只不过是西方人拿来恶心我们中国人的罢了，却一直有人信以为真
4692,2,"看吧 这就是男方粉丝的智商 没有证据还只会造谣,笑素了 我话不想说难听 你有这时间去把你德普路人缘和票房拯救回来吧,继续编 你老头子太无辜惹 真素绝世好男人呢,笑死 男方律师自己写的证实你给我说是法律判定 ？ 隔这样陈羽凡也自个律师写个证实没有吸毒 直接给判无罪了就？,我要笑吐 你拿depp律师自己写的陈诉文件说是amber 当庭承认家暴？还有最后的判决是和解 那里写的承认诬蔑？以后别人都上不了外网看不懂英文呢 笑素"
5589,9,我跟妹妹肏穴
17293,0,玩dota2那么久就跟人喷过两次，一次说的普通话，听不出口音，另一次就是东北的。别人不骂我我肯定不会主动骂的，如果只是说个菜，傻逼什么的我估计也会解释。东北大神上去就说艹尼玛，真的是我最恶心的一次了。
18612,9,婷婷成人激情淫洞
4669,0,我老家是河南的 但是我在别的省市长大 说实话看我家里男人就觉得有大男子主义 有点内心的重男轻女但是对我很好 但是舍友一起交过河南男朋友真的就很无语 觉得????过她就跑不掉这种 人每个人都不一样啦 但是我体感就是大男子主义
7738,9,龟头顶住她的阴户
12216,0,莆田人都很有钱
9223,8,最恶心的就是印度人，打死印度佬！
15465,8,黑命贵是合理诉求吗？黑命贱更是合理诉求。是非黑人群体对自身生命安全缺乏保障的自然反应。以所谓政治正确名义对其进行打压才是不明智举动。枪支走火造成人死亡，肯定要承担责任的，但不是故意杀人罪。这是责任事故，非主观意原，
21,4,"请宁睁开宁的眼看看http://t.cn/A6weBwfO他都做了些什么再来帮他洗地,有个奖状不代表他就一定是这样的人，奥巴马还是诺贝尔和平奖，可是美国当时还在中东打仗呢…其次，他的言论的确不妥，对于女性存在侮辱，有人质疑他就带粉丝网暴攻击？还有就是他那么明显一个厌女的人，基本尊重都做不到，你以为你舔他他骂的女性里就没有你？如果你真的是个女的，我真是无fuck说。"
23946,6,九酒干部
17542,6,小泉纯一郎
15169,8,上个月在苏州独墅湖高郊区看到大学生们嘻嘻哈哈整整齐齐的无视红灯过马路，本人家住上海交大旁边，大学生们不遵守红灯的非常多，别说什么这是小节这样的p话，这就是国民素质低的表现，这些人和印度人有区别么？
23493,9,老师的阴道好紧
3945,4,"我的话是 你都下得去口吗，而你从中能推出我的意思是她们看不上你。。。。。。你能回答一下你的推论让我听听吗……我实在想不明白。。。,性侵别人的很多都是那种膀大腰圆身形健硕肥头大耳的中老年油腻妇女，这你还下得去口吗"
9243,4,"你这智商基本告别微博了。我是说你说的那种不想要孩子的gay是一部分，可能是好人吧，还有另一部分，自己喜欢直肠喜欢肛门还想着生个孩子继承皇位，并且不择手段一定要生，因为这批gay的存在，是坏人，所以不能代孕合法，立你妈的法，懂了吗傻比。,这和法律无关，但是和大部分有关，大部分是好人，但是只要有坏人就需要法律，这是个类比你的智商看不懂吗"
10615,8,黑人说唱一堆脏话，而且歌词多数粗暴蛮横，弥漫着各种歧视与暴力，都是骗英语不过关或者品味低俗的人。黑人说唱在我看来就是“听个响”，哪个喊得大声哪个就火。中国有嘻哈这节目，一听到嘻哈，就感觉跟黑人说唱有关系，然后一点儿也不想看。
19954,8,哇。评论里歧视黑人屁事没有。歧视白人就被举报
21461,8,这个国家真恶心，最讨厌韩国日本了。
19119,0,不是地域黑 东北人给我们都印象都是这样
655,8,亚裔在美国的政治地位低，因为人数少，而且太多元了，印度人跟巴基斯坦人就不可能团结，中国内地的人跟中国香港人还有中国台湾人同属中国人，也不能团结在一起。而黑人只需要看皮肤就团结在一起了。像那个新当选副总统的贺锦丽，根本就不是非洲血统，
12869,9,夫妻做爱*
8447,4,这个有人讨论过，哇哇的学徒，属于比赤贫主妇有钱一点，但又比真捞女对男权更奴一点。她的学徒心志再戾点就是捞女，要是中年破产就会变成赤贫主妇。（能理解这个意思吧？）或者再举个接地气点的例子，从女权视角看，哇哇导师段位高于丁璇。
21527,6,六四事件+邓小平
10649,9,搔妹妹黄站
16197,9,骚浪
12256,8,别提国外了，国内不也有一大片键盘侠厌恶黑人，搞种族歧视的，这是人的劣根性
22021,0,哎哟你别看浙江那边说是基督徒多，实际上几乎每家都有出轨小三包二奶这种事啊！
21812,2,"我发现，不管是有钱男人还是穷男人，都离不开女人，不管是因为性需要还是传宗接代的需要，有时候“拥有女人”恰恰是他们奋斗的动力。但是女人则不一样，女人一旦有经济独立的能力，就彻底把男人甩开了！,凭实力说话的地方，女性互帮互助靠实力把男得挤下去，真以为男性会真心帮女人啊"
4107,6,sixfour运动
22689,8,"美利坚解决不了黑人提了裤子走人不管孩子，单亲妈妈一大堆问题，黑人人口比例就会继续下降，不管你怎么zzzq,黑命贵都没用"
15569,6,中共维稳
12449,6,暴力清场
11882,8,女孩嫁给黑人的行为的确可以称得上是“自由意志”，但这种自由意志究竟是出于“年少无知被花言巧语蒙骗”还是真的是深思熟虑后的决定。网络上的曝光让我们知道大多数都属于前者，大家批判这一现象，
8845,7,集体腐
11361,0,山东人里也有坏人，这个不奇怪。 坏人们的典型代表就是宋江，吴用，李逵。
7931,4,男人在女人面前的自怜自艾均为可耻。
16143,4,"别理她就完了，踩蛆也不怕脏脚，她自己反婚育，弃孝道，连人都不配做的辣鸡而已,讲话漏洞百出：文化水平不高，毫无逻辑可言：头脑简单，喜欢在网络上骂人死吗：家庭内部不和谐或打小遭人歧视导致心理仇恨"
23306,4,男拳就怕自己有的被抢了 怕得要死 还怕没人要
18433,9,最新两性激情小说
215,6,毛泽东出卖中国
23036,8,黑人大多对性和感情很随便，但又缺乏责任感，所以黑人和黑人混血单亲多，艾滋比例也很高，还是要注意安全，国内高校就有黑人留学生强奸中国女生事情
932,9,肉棒插进蜜穴
2190,9,制服人形
11910,5,你踩我蛋我不反抗你肯定嚣张啊，但我反抗你肯定住院啊
1323,9,淫奸阿姨电影
5477,9,乳此丝袜
16630,7,我怎样才能侵入政治网站更改信息？
24147,6,64反思
22630,0,我能感觉到河南人的小家子气
14038,8,。。你怎么不说是某些大学女生和黑人乱搞传染的艾滋
1285,6,抵制共产党
19777,4,"对人家裤裆里那档子事儿是真不感兴趣，就是受不了某些人厌女还用“打小三”的免死牌来装X,是不是还想说，是半藏自己骚，出去勾三搭四，不是那个男的也会是别的男的，怪不得那个男小三，嗯？"
3118,9,淫妻交换
6010,6,信访
14284,4,最重要的是  光想不劳而获   不付出  想得到  得不到  妈卖批  什么好男人都死光了  什么累觉不爱了  什么一个人生活怎么怎么了  整个一副我有b我有理的样子，自己也不照照镜子。
9809,4,杀男婴了？堕男胎了？女杀男的犯罪率像男杀女这么高了？
24872,6,北京市委常委
8050,9,夫妻友论坛
10146,9,淫电影
5217,9,极品激情电影
8255,8,哈哈大家开玩笑都说，黑人的危险程度跟他们的裤裆高低成反比，裤裆越低越危险。几年前听过圣路易斯有黑人暴动，不知道现在治安怎样了
24948,8,也不能说是证明吧……其实我也写了我不是专家，就自己结合经验说说看法，心里已经有结论的人，我根本左右不了。黄种人不如白种人好看，这种看法很普遍吧，我探讨一下原因。反过来想，黄种人觉得黑人不好看，也算歧视吧。
12126,7,某车主明知自己的汽车刹车系统存在故障，仍驾驶车辆上路。在行驶至一个路口时，刹车失灵，车辆撞上了前方的车辆，造成两车受损，人员受伤，该车主承担了此次事故的全部责任。
24611,6,梁擎墩
21138,4,前年我还想着一切aa不占男人便宜呢，现在？去他爹的谁爱结婚谁结去，自己买房买车不生仔儿，养猫过日子它不香吗
873,6,boycott
7238,6,藏人国旗
22402,6,rfa.org
5992,8,喜不喜欢黑人是我的权力，我也不希望，我的子子孙孙打开国产精品区，
20994,0,呵呵 所以说黑河南的多数还是周边省份，自己穷的叮当响民风也差，有事没事不踩河南一脚怎么能凸显自己的高贵呢。菏泽一直跟洛阳抢牡丹城也不是一天两天恶心人啦！
14349,9,偷情宝鉴
18268,8,种族歧视啥的咱中国人比较不太感同身受，这个骗钱真的太恶心了啊，想起我表弟也被人骗过，骗子真的该拿刀杀
10338,8,当时谣言满天飞，多少人都信以为真。性侵儿童，移植皮肤，歧视黑人这些子虚乌有的谣言让他被骂的那么狠，现在想想真的很为他心痛
774,6,bloodi性侵犯(SO)nthesquare
10398,9,淫间道*
1257,7,郑州大学女学生维权抗议 - 2014年，郑州大学的女学生因遭遇性骚扰事件而举行抗议，要求学校采取更严格的措施保护女性学生的权益。抗议者不仅要求学校调查事件，还要求改善校园安全环境，提高对女性受害者的保护力度。
17164,6,世维会
17621,0,不管是不是因为贪小便宜而去抢蒜，这都是一场悲剧，比这场悲剧更可悲的是来自全网对河南的地域黑，受教育的意义教会了我们什么该做，什么不该做。仓廪实而知礼节，衣食足而知荣辱。如果农民不是被生活所迫，恐怕也不会去捡这遗弃的蒜粒了？
18557,6,宇明网
14261,8,"中国永远是中国人的,对外国人怎么也没有好感,跟别提黑人,老黑不是奴隶来的么（昆仑奴？）,搞不明白那些人怎么想的"
15800,6,陈光诚
4339,0,歧视客家人吗，难道只有白话才配叫广东话？深圳客家人和潮汕人非常多
2321,6,灵灵派
299,6,县委书记风流史
8336,6,木樨地丁子霖证词
9946,6,中南海斗争
1041,9,妹妹的屄好紧啊
7827,6,毛公安部
3258,6,新发现的毛泽东
418,0,我好朋友就是川妹子，还有很多认识的重庆四川人都不是经常这么说，不要以偏概全。还有这种现象级脏话本来就不正常，文化落后的地域比较严重
22588,8,警惕不警惕 的标准永远只有一条，那就是恶性犯罪率，哪个种族哪个国家恶性犯罪率最高，哪个种族哪个国家就是最值得警惕的。目前来说，黑人应是恶性犯罪率最高的种族。恶性犯罪是底线，是标准。一个国家一个种族再穷，也不能强奸抢劫杀人传播艾滋病。
22149,6,邓 笑 贫
10402,8,同族偏好没问题，但是这不适用于讨论国人不喜欢黑人长相这个话题，一白遮百丑是共识，那么越黑越不讨喜是正常的，黑人的肤色是国人不喜欢的根本原因。
15886,6,道县公安
23540,7,在中共对大法发动残酷迫害后，有人就是因为中共的诽谤才去了解大法，从而得法的，有的是为了写批判大法的文章来了解大法，最后文章没写人却成了大法弟子
2210,6,各式警用常服
